metriculation,Degree,Year,Class1,C1G1,C1G2,C1G3,C1EQ1,C1EQ2,C1EQ3,Class2,C2G1,C2G2,C2G3,C2EQ1,C2EQ2,C2EQ3
2548931,ES,4,COMPSCI1111,49,22,48,73,78,90,COMPSCI7777,22,76,15,83,77,17
5061508,CH,2,COMPSCI1111,80,7,13,43,43,25,COMPSCI7777,56,96,48,31,26,93
1781280,CS,3,COMPSCI2222,15,71,15,16,22,100,COMPSCI7777,7,21,37,79,34,75
4400251,ES,1,COMPSCI1111,90,64,36,48,92,52,COMPSCI8888,75,16,84,97,4,42
8856070,ES,1,COMPSCI2222,80,86,60,12,34,69,COMPSCI7777,44,22,14,34,61,16
5891407,IN,3,COMPSCI3333,38,36,89,44,67,37,COMPSCI8888,70,48,73,76,90,94
6973490,CH,1,COMPSCI4444,67,6,23,97,96,80,COMPSCI5555,72,41,43,57,16,26
8936285,IN,4,COMPSCI3333,53,28,29,78,48,84,COMPSCI6666,24,14,3,49,35,90
2333603,IN,2,COMPSCI2222,3,14,11,93,46,8,COMPSCI7777,76,94,47,25,43,51
6299082,CH,1,COMPSCI1111,70,63,72,26,56,58,COMPSCI7777,64,31,54,26,71,23
4404643,IN,2,COMPSCI2222,55,80,18,48,65,48,COMPSCI7777,59,26,74,5,73,7
7971005,IN,1,COMPSCI4444,25,67,60,69,2,10,COMPSCI5555,59,59,33,90,21,83
5650691,IN,3,COMPSCI4444,15,61,21,24,23,48,COMPSCI8888,55,26,86,6,17,16
3789745,IN,2,COMPSCI4444,55,92,96,53,100,67,COMPSCI7777,86,65,1,40,7,92
6317459,CH,2,COMPSCI2222,53,4,78,44,92,72,COMPSCI5555,80,67,41,88,100,41
4886983,ES,4,COMPSCI4444,30,100,53,1,50,86,COMPSCI7777,68,62,53,74,27,81
3173092,ES,1,COMPSCI1111,54,87,87,52,42,62,COMPSCI8888,23,88,39,70,30,64
7159134,ES,2,COMPSCI4444,2,74,51,96,29,28,COMPSCI8888,44,62,96,11,82,88
5302428,CH,1,COMPSCI3333,84,54,29,22,39,28,COMPSCI6666,47,73,46,6,45,94
8254120,IN,2,COMPSCI4444,62,65,18,43,51,61,COMPSCI8888,1,86,89,37,66,87
6861987,IN,1,COMPSCI4444,9,44,53,64,6,33,COMPSCI8888,22,11,60,49,37,27
9156403,ES,2,COMPSCI2222,63,5,37,72,51,84,COMPSCI8888,73,16,100,42,64,33
5225013,ES,2,COMPSCI4444,31,7,76,16,4,66,COMPSCI7777,75,50,75,63,25,67
4432058,ES,3,COMPSCI4444,67,67,82,8,33,16,COMPSCI7777,89,90,90,13,9,5
8285763,IN,4,COMPSCI1111,7,8,60,17,37,21,COMPSCI5555,5,50,65,62,40,59
1963249,IN,2,COMPSCI4444,32,96,76,52,17,57,COMPSCI6666,79,44,15,3,63,45
4570929,CH,2,COMPSCI1111,37,91,71,46,40,25,COMPSCI8888,11,69,33,98,7,84
4991494,ES,4,COMPSCI2222,18,12,8,51,45,20,COMPSCI8888,9,27,96,39,61,78
2556261,IN,2,COMPSCI4444,78,68,91,94,60,8,COMPSCI6666,90,10,61,28,22,81
9687900,SE,2,COMPSCI4444,85,88,24,5,70,6,COMPSCI5555,42,27,38,48,33,7
1021218,ES,1,COMPSCI4444,43,61,36,10,8,84,COMPSCI8888,27,61,67,68,33,73
6912108,ES,4,COMPSCI4444,90,99,37,73,99,67,COMPSCI8888,82,87,86,43,95,15
6732677,IN,1,COMPSCI4444,36,18,64,94,78,55,COMPSCI8888,3,52,98,67,85,55
1957155,IN,2,COMPSCI3333,28,55,95,12,81,100,COMPSCI8888,65,82,83,57,6,53
9437030,CS,4,COMPSCI3333,77,95,95,85,17,81,COMPSCI5555,36,50,60,58,74,18
2310623,IN,1,COMPSCI3333,43,51,22,40,96,22,COMPSCI6666,39,17,32,95,12,20
4169006,IN,2,COMPSCI4444,94,85,68,46,77,78,COMPSCI8888,72,89,92,29,25,38
3441401,IN,2,COMPSCI4444,36,15,63,22,7,71,COMPSCI6666,24,32,18,36,47,96
9760848,ES,1,COMPSCI4444,76,64,18,1,56,66,COMPSCI7777,23,43,1,23,70,19
6691527,ES,2,COMPSCI4444,88,25,82,84,83,72,COMPSCI8888,100,52,46,41,31,43
3289666,ES,1,COMPSCI4444,86,18,88,86,43,58,COMPSCI8888,10,89,76,92,53,49
6448878,ES,4,COMPSCI4444,4,38,73,11,85,97,COMPSCI8888,3,60,7,92,49,84
4300287,ES,1,COMPSCI3333,94,40,1,3,56,1,COMPSCI7777,55,10,54,91,27,16
5837087,CS,1,COMPSCI4444,72,12,68,4,8,8,COMPSCI7777,52,3,18,98,71,79
9990583,ES,2,COMPSCI3333,36,62,79,76,86,42,COMPSCI8888,74,33,64,13,69,66
8380331,SE,4,COMPSCI3333,42,94,25,16,51,33,COMPSCI7777,96,99,26,84,49,49
2725822,ES,3,COMPSCI3333,50,92,27,57,10,23,COMPSCI8888,7,38,19,2,25,46
2423463,ES,2,COMPSCI1111,49,8,68,11,43,50,COMPSCI7777,82,12,85,5,48,25
5571930,IN,2,COMPSCI4444,1,5,75,40,95,80,COMPSCI8888,89,39,80,34,76,30
7552668,SE,2,COMPSCI4444,71,99,11,59,51,35,COMPSCI8888,45,42,14,49,1,41
6575030,IN,2,COMPSCI4444,94,34,49,51,62,75,COMPSCI7777,85,86,25,27,60,18
1072029,SE,3,COMPSCI4444,10,46,37,51,90,25,COMPSCI8888,98,62,37,35,97,10
4750010,IN,2,COMPSCI2222,82,88,99,2,95,99,COMPSCI8888,79,87,26,59,50,60
6380936,IN,4,COMPSCI4444,35,69,87,58,43,13,COMPSCI8888,96,77,73,87,71,26
2302691,CS,4,COMPSCI4444,22,62,40,15,15,56,COMPSCI7777,41,68,74,98,99,66
6966326,IN,3,COMPSCI4444,96,65,33,90,88,43,COMPSCI8888,21,20,2,38,4,4
4272332,IN,3,COMPSCI2222,96,52,61,45,84,8,COMPSCI7777,57,10,69,74,5,11
7670820,CS,2,COMPSCI2222,78,78,96,100,93,56,COMPSCI8888,19,92,58,14,38,83
5516466,ES,2,COMPSCI1111,58,25,65,85,72,36,COMPSCI6666,37,24,25,94,50,68
6791612,ES,2,COMPSCI4444,48,65,48,73,64,3,COMPSCI7777,34,18,77,87,24,85
2643781,SE,4,COMPSCI2222,88,65,21,67,34,99,COMPSCI8888,73,97,31,14,35,18
7742019,IN,3,COMPSCI4444,4,97,3,39,85,82,COMPSCI8888,8,57,62,47,93,17
9324887,SE,1,COMPSCI1111,12,64,37,67,74,77,COMPSCI8888,93,52,81,64,33,89
2655979,CH,1,COMPSCI1111,57,43,93,21,84,65,COMPSCI7777,38,65,84,20,39,100
7256159,IN,3,COMPSCI1111,2,42,93,100,95,52,COMPSCI8888,67,60,79,13,34,37
3491451,ES,1,COMPSCI4444,84,1,97,48,36,24,COMPSCI8888,87,12,65,30,29,51
5536948,IN,1,COMPSCI3333,89,31,26,56,89,50,COMPSCI8888,27,59,100,31,33,29
5060880,SE,1,COMPSCI4444,90,2,3,100,3,9,COMPSCI8888,13,12,42,76,77,32
5174674,CH,1,COMPSCI4444,11,81,24,2,53,33,COMPSCI6666,30,88,31,72,7,64
6885691,CH,4,COMPSCI4444,24,86,71,72,57,31,COMPSCI5555,65,8,97,52,2,80
3262967,IN,4,COMPSCI3333,99,10,36,69,42,37,COMPSCI6666,21,78,93,40,19,41
2365032,ES,4,COMPSCI3333,64,51,96,3,88,36,COMPSCI5555,42,53,90,74,8,99
6973004,ES,2,COMPSCI3333,90,56,57,86,29,41,COMPSCI8888,4,78,62,4,88,96
8103444,CS,1,COMPSCI3333,93,45,57,70,97,23,COMPSCI5555,45,80,61,65,88,45
2826770,IN,2,COMPSCI2222,100,28,43,77,2,86,COMPSCI5555,72,25,87,79,90,91
7868250,CS,2,COMPSCI3333,100,81,78,45,31,42,COMPSCI8888,52,13,42,24,2,32
4310148,ES,2,COMPSCI4444,97,30,43,63,51,44,COMPSCI6666,65,88,57,62,33,5
5621782,IN,2,COMPSCI4444,96,48,35,31,61,65,COMPSCI8888,16,26,26,30,26,11
3436799,ES,1,COMPSCI3333,59,73,54,91,38,94,COMPSCI8888,75,68,49,11,2,8
8486887,ES,4,COMPSCI4444,3,39,2,89,13,11,COMPSCI8888,18,92,100,87,41,61
1515381,ES,4,COMPSCI3333,48,94,80,12,85,42,COMPSCI8888,85,84,51,94,23,60
7750641,IN,1,COMPSCI3333,3,8,3,24,34,91,COMPSCI7777,17,2,21,76,6,84
4393597,ES,4,COMPSCI4444,99,59,19,48,92,98,COMPSCI8888,3,83,39,100,89,70
1014590,ES,4,COMPSCI4444,42,46,13,70,97,34,COMPSCI8888,31,51,65,47,76,34
1656462,CH,1,COMPSCI4444,20,6,44,33,46,20,COMPSCI8888,60,15,66,76,35,3
2826348,ES,1,COMPSCI4444,100,52,11,78,35,91,COMPSCI5555,1,88,14,38,63,71
9570301,IN,1,COMPSCI4444,17,29,21,18,100,12,COMPSCI7777,6,63,95,84,14,11
3580273,CS,3,COMPSCI4444,73,45,61,21,14,45,COMPSCI7777,95,50,64,79,35,7
4425933,CH,1,COMPSCI4444,39,24,72,80,98,68,COMPSCI5555,64,85,57,91,59,42
3304433,IN,1,COMPSCI3333,94,88,75,89,91,52,COMPSCI8888,87,15,73,93,62,99
8216716,ES,1,COMPSCI1111,75,62,1,97,38,92,COMPSCI8888,35,23,83,22,68,86
2963287,IN,1,COMPSCI3333,1,4,39,14,51,88,COMPSCI8888,95,49,58,8,54,77
1552023,ES,1,COMPSCI3333,21,43,67,86,47,58,COMPSCI8888,68,52,47,42,71,14
5506607,IN,1,COMPSCI4444,22,13,34,19,15,76,COMPSCI8888,41,19,44,66,20,82
1788561,IN,2,COMPSCI2222,51,51,53,19,18,33,COMPSCI8888,98,2,65,12,46,50
7788735,IN,2,COMPSCI4444,85,41,13,37,43,91,COMPSCI7777,86,5,77,33,74,27
1417638,IN,1,COMPSCI4444,82,25,100,1,81,4,COMPSCI7777,48,54,88,3,55,26
3735492,ES,2,COMPSCI4444,72,4,20,77,75,64,COMPSCI8888,57,93,59,60,29,6
1276381,SE,3,COMPSCI4444,59,33,59,68,98,47,COMPSCI7777,6,2,100,54,99,99
9875821,ES,1,COMPSCI3333,85,10,58,77,74,59,COMPSCI6666,17,74,98,49,17,7
6148270,ES,3,COMPSCI4444,87,60,51,6,37,32,COMPSCI7777,90,25,52,41,61,80
4938680,ES,1,COMPSCI3333,83,77,66,24,28,26,COMPSCI5555,7,7,97,42,3,7
3146692,ES,2,COMPSCI4444,37,52,56,78,36,30,COMPSCI8888,79,74,52,50,100,16
4659684,IN,3,COMPSCI4444,86,24,43,89,89,97,COMPSCI6666,5,41,24,31,22,6
2510949,ES,4,COMPSCI3333,67,22,88,42,59,73,COMPSCI8888,31,39,94,57,100,93
2035177,ES,1,COMPSCI4444,75,50,55,12,77,21,COMPSCI8888,70,32,15,9,10,56
7598369,CH,2,COMPSCI4444,67,34,76,33,75,17,COMPSCI6666,89,76,30,83,22,83
6899074,IN,1,COMPSCI3333,69,80,51,81,45,26,COMPSCI8888,43,87,22,31,14,92
1844733,IN,2,COMPSCI4444,1,59,43,74,61,25,COMPSCI8888,95,5,35,100,79,67
9689134,ES,4,COMPSCI4444,76,31,29,50,2,52,COMPSCI8888,77,48,56,1,65,60
1544337,CH,4,COMPSCI4444,69,63,12,22,70,55,COMPSCI7777,73,69,42,81,98,23
9244546,ES,4,COMPSCI1111,12,73,69,6,92,26,COMPSCI6666,24,88,9,95,81,20
8798141,ES,4,COMPSCI4444,15,25,83,92,65,10,COMPSCI7777,66,67,3,99,33,20
1775562,ES,1,COMPSCI4444,47,59,5,17,55,97,COMPSCI7777,28,88,43,88,96,13
6570507,CH,4,COMPSCI3333,29,51,97,83,5,14,COMPSCI7777,41,45,13,86,33,55
5266448,ES,2,COMPSCI4444,55,20,30,39,76,24,COMPSCI8888,77,72,62,98,98,23
6907651,ES,3,COMPSCI3333,24,97,98,14,71,84,COMPSCI6666,32,47,8,3,24,34
4103368,IN,4,COMPSCI3333,72,40,12,47,32,64,COMPSCI8888,64,2,24,38,75,94
3561190,ES,3,COMPSCI2222,92,89,34,53,60,56,COMPSCI5555,77,34,83,41,30,41
6992241,ES,2,COMPSCI4444,46,48,64,37,95,76,COMPSCI7777,63,59,93,43,1,16
6954986,CH,4,COMPSCI1111,38,2,45,57,10,99,COMPSCI8888,67,99,34,8,19,98
9710596,IN,2,COMPSCI2222,37,66,61,20,85,18,COMPSCI8888,29,71,62,63,90,80
2647074,IN,3,COMPSCI2222,19,4,63,22,7,72,COMPSCI7777,85,99,22,85,40,25
3367198,IN,4,COMPSCI2222,16,63,25,79,51,75,COMPSCI8888,44,42,82,58,24,29
2422790,ES,3,COMPSCI4444,19,28,69,83,42,84,COMPSCI8888,69,40,16,94,36,3
5650315,ES,3,COMPSCI2222,5,82,49,46,76,18,COMPSCI7777,14,70,46,94,21,69
1234489,CH,3,COMPSCI1111,31,92,63,82,74,95,COMPSCI7777,98,1,51,81,24,24
1683949,ES,1,COMPSCI4444,22,57,89,17,27,31,COMPSCI7777,76,96,4,100,62,81
1214437,CH,4,COMPSCI4444,4,98,40,38,9,86,COMPSCI5555,18,96,40,26,92,85
8381885,CS,3,COMPSCI4444,55,16,38,48,38,5,COMPSCI8888,98,10,85,26,30,60
2773063,IN,2,COMPSCI3333,61,72,37,3,88,64,COMPSCI6666,95,33,64,79,29,5
3277044,ES,3,COMPSCI3333,59,63,76,85,31,86,COMPSCI8888,29,64,30,57,52,78
3660318,ES,1,COMPSCI3333,63,40,31,3,8,61,COMPSCI8888,86,3,26,34,68,76
8504337,ES,3,COMPSCI1111,43,11,60,85,20,88,COMPSCI7777,15,34,18,91,36,67
6420931,ES,2,COMPSCI3333,4,93,2,23,53,25,COMPSCI8888,29,8,17,88,64,6
4369304,IN,1,COMPSCI1111,35,35,63,75,64,6,COMPSCI8888,1,76,25,24,26,73
1786625,CS,4,COMPSCI1111,32,82,45,23,88,7,COMPSCI5555,42,25,38,18,77,28
3190281,CH,4,COMPSCI3333,20,12,83,99,86,97,COMPSCI8888,43,74,3,62,52,61
9054177,IN,3,COMPSCI4444,42,55,2,25,98,37,COMPSCI8888,97,3,38,60,72,89
5865511,CS,4,COMPSCI1111,8,80,66,26,88,89,COMPSCI5555,21,7,5,56,46,29
9685262,SE,4,COMPSCI4444,15,89,7,57,78,65,COMPSCI7777,65,12,54,84,61,13
8798305,ES,2,COMPSCI1111,79,52,74,84,80,35,COMPSCI8888,17,20,42,11,34,19
1418055,IN,2,COMPSCI3333,97,35,10,34,18,53,COMPSCI7777,33,9,69,68,45,68
6144516,IN,3,COMPSCI3333,58,97,91,58,14,92,COMPSCI8888,47,18,42,11,4,46
4018538,ES,2,COMPSCI4444,43,77,11,53,84,63,COMPSCI8888,8,1,87,27,72,87
8262453,ES,4,COMPSCI4444,35,43,30,47,11,7,COMPSCI8888,5,97,28,27,66,5
3857979,ES,1,COMPSCI4444,54,97,31,46,13,56,COMPSCI6666,84,90,53,32,33,72
3973014,CH,2,COMPSCI3333,54,78,85,94,7,21,COMPSCI6666,86,58,82,50,44,57
3696817,IN,1,COMPSCI4444,56,83,5,29,27,8,COMPSCI8888,66,47,49,58,13,25
2335750,CH,2,COMPSCI4444,92,92,19,66,42,10,COMPSCI6666,95,2,76,84,82,2
3473460,ES,4,COMPSCI3333,13,16,81,56,62,81,COMPSCI8888,81,44,13,52,99,97
4016833,IN,1,COMPSCI2222,16,80,3,96,31,13,COMPSCI7777,3,10,80,61,83,71
3236950,ES,4,COMPSCI3333,91,1,17,62,17,53,COMPSCI8888,27,100,62,86,96,97
7032613,CS,3,COMPSCI4444,48,74,13,65,96,15,COMPSCI8888,4,94,87,10,5,83
2360293,IN,3,COMPSCI1111,8,26,43,53,66,73,COMPSCI8888,76,63,6,96,54,45
2284317,CH,1,COMPSCI3333,70,81,9,64,34,53,COMPSCI7777,94,34,93,96,20,32
5139652,ES,4,COMPSCI1111,91,13,11,90,74,63,COMPSCI7777,80,17,45,73,10,56
2299698,IN,4,COMPSCI1111,59,11,66,43,56,80,COMPSCI8888,24,1,1,88,17,2
7543856,ES,4,COMPSCI3333,31,17,86,93,28,6,COMPSCI6666,97,86,8,2,99,27
9063055,IN,2,COMPSCI4444,53,45,44,32,5,94,COMPSCI6666,85,93,91,24,49,10
7397070,IN,4,COMPSCI3333,72,65,61,22,34,83,COMPSCI8888,14,48,81,68,6,23
4638391,CH,4,COMPSCI4444,20,87,42,57,80,81,COMPSCI8888,94,4,6,66,93,99
3106563,ES,1,COMPSCI2222,89,86,60,86,23,6,COMPSCI8888,32,40,53,43,82,57
1789121,ES,3,COMPSCI4444,2,66,32,77,19,33,COMPSCI8888,77,53,67,70,53,28
1073107,IN,2,COMPSCI4444,62,9,25,82,29,12,COMPSCI6666,17,5,35,16,86,88
2618892,ES,3,COMPSCI4444,69,23,18,3,36,22,COMPSCI8888,22,86,26,1,88,100
8561898,ES,3,COMPSCI3333,81,7,10,41,39,1,COMPSCI7777,90,19,13,59,11,13
6202626,CS,4,COMPSCI4444,10,14,9,26,71,95,COMPSCI7777,12,3,60,75,83,65
9772995,ES,3,COMPSCI3333,27,1,72,17,27,27,COMPSCI5555,45,31,55,51,58,25
1348333,ES,2,COMPSCI4444,13,81,76,12,61,21,COMPSCI6666,34,94,49,63,29,47
1391333,IN,1,COMPSCI3333,21,99,14,8,74,4,COMPSCI8888,45,92,96,81,74,10
8295040,IN,4,COMPSCI2222,76,81,33,61,74,33,COMPSCI8888,97,56,45,11,7,97
4893439,ES,2,COMPSCI1111,77,14,49,95,4,37,COMPSCI8888,97,51,86,34,42,58
7277828,ES,1,COMPSCI1111,4,72,77,71,9,54,COMPSCI8888,20,26,54,80,6,26
8781581,ES,1,COMPSCI4444,96,77,25,9,54,67,COMPSCI8888,39,8,37,36,59,53
9896540,IN,4,COMPSCI4444,11,50,16,5,76,68,COMPSCI5555,59,41,26,87,99,1
8504542,ES,1,COMPSCI4444,51,54,45,65,36,76,COMPSCI5555,40,28,76,59,18,9
2168655,SE,2,COMPSCI4444,82,71,30,63,61,24,COMPSCI8888,55,57,98,7,47,43
4403983,IN,2,COMPSCI4444,47,76,81,89,48,22,COMPSCI8888,82,5,20,89,7,96
7860940,CH,2,COMPSCI1111,32,3,69,26,80,57,COMPSCI7777,92,95,73,39,64,3
2311898,ES,2,COMPSCI2222,75,47,37,39,57,61,COMPSCI8888,70,63,58,24,50,81
2075207,ES,2,COMPSCI4444,75,13,91,87,3,49,COMPSCI6666,46,36,31,34,44,78
6759539,ES,4,COMPSCI4444,31,82,87,25,74,95,COMPSCI8888,7,36,74,11,61,10
1987146,IN,3,COMPSCI1111,24,17,51,97,73,43,COMPSCI6666,29,21,30,82,28,54
2171854,ES,4,COMPSCI3333,55,64,70,46,73,14,COMPSCI8888,5,87,24,21,83,48
3950638,IN,4,COMPSCI3333,25,50,73,16,10,27,COMPSCI8888,72,3,80,7,96,64
5689599,ES,2,COMPSCI4444,49,7,80,73,32,71,COMPSCI8888,74,49,51,74,58,73
5839956,IN,2,COMPSCI4444,40,23,50,94,4,36,COMPSCI8888,94,83,15,66,45,90
1929099,ES,3,COMPSCI4444,65,79,83,13,31,44,COMPSCI8888,11,86,46,87,57,10
5545661,IN,2,COMPSCI4444,23,17,11,95,51,46,COMPSCI8888,91,38,46,8,11,76
5189192,CH,4,COMPSCI4444,19,71,34,69,39,64,COMPSCI7777,37,77,12,90,99,76
8370061,ES,1,COMPSCI1111,16,19,59,31,76,37,COMPSCI6666,63,91,65,20,9,60
6469323,SE,3,COMPSCI3333,52,33,91,3,48,96,COMPSCI7777,40,15,13,24,65,35
1584190,ES,3,COMPSCI4444,72,97,47,98,58,26,COMPSCI8888,27,80,32,75,34,98
1915398,ES,4,COMPSCI2222,2,40,47,56,89,18,COMPSCI8888,91,3,11,89,24,63
8151627,IN,4,COMPSCI4444,45,69,11,46,80,23,COMPSCI7777,36,95,13,77,5,82
4732288,CH,3,COMPSCI4444,92,72,70,21,66,62,COMPSCI8888,35,49,16,89,82,70
7067328,ES,2,COMPSCI4444,77,47,23,17,30,57,COMPSCI8888,62,48,27,57,22,39
8666023,IN,3,COMPSCI4444,88,2,88,58,67,39,COMPSCI8888,17,39,100,12,71,91
6332090,IN,3,COMPSCI4444,76,43,98,85,82,70,COMPSCI8888,78,33,72,31,88,22
6775392,CH,1,COMPSCI4444,43,82,29,80,2,50,COMPSCI8888,44,99,58,39,4,70
3305324,IN,4,COMPSCI3333,20,65,12,37,38,5,COMPSCI8888,61,17,92,22,39,30
3174245,CH,1,COMPSCI2222,23,84,19,3,60,17,COMPSCI6666,86,73,45,62,16,77
2463781,ES,3,COMPSCI2222,91,17,51,62,44,61,COMPSCI7777,2,62,37,17,25,89
1338009,CH,4,COMPSCI1111,25,69,77,33,70,87,COMPSCI7777,93,50,36,33,42,37
4965318,ES,3,COMPSCI1111,91,74,22,8,35,98,COMPSCI8888,65,10,22,75,19,90
4426884,ES,1,COMPSCI4444,89,63,14,34,6,21,COMPSCI7777,52,63,12,23,57,18
3778916,ES,2,COMPSCI3333,40,45,12,63,2,82,COMPSCI8888,2,25,37,53,25,58
4170208,IN,2,COMPSCI4444,78,43,36,33,91,3,COMPSCI8888,84,16,58,6,72,30
8885338,CS,3,COMPSCI1111,82,37,70,70,87,52,COMPSCI6666,20,36,19,35,4,2
8705579,ES,2,COMPSCI4444,2,46,9,20,23,58,COMPSCI8888,21,45,29,73,29,33
1895133,SE,4,COMPSCI2222,45,60,51,40,26,52,COMPSCI5555,49,10,76,5,57,35
4612483,CS,2,COMPSCI4444,78,53,48,69,26,82,COMPSCI8888,54,28,44,16,33,96
6786783,SE,2,COMPSCI4444,55,100,77,31,43,91,COMPSCI8888,41,15,33,83,69,11
9808885,ES,4,COMPSCI4444,27,61,56,60,92,95,COMPSCI8888,89,90,11,21,95,69
5957784,ES,4,COMPSCI4444,39,49,3,25,52,17,COMPSCI7777,47,49,4,35,99,21
4739770,IN,2,COMPSCI4444,18,26,86,14,94,73,COMPSCI8888,5,8,54,80,62,28
6886789,CH,4,COMPSCI2222,81,98,53,88,7,85,COMPSCI6666,18,100,72,37,91,67
6307819,IN,1,COMPSCI3333,82,88,59,76,55,45,COMPSCI8888,59,76,68,3,17,52
4220911,ES,2,COMPSCI4444,9,17,7,30,69,14,COMPSCI8888,47,10,79,45,50,100
9541719,ES,4,COMPSCI4444,11,96,89,68,12,69,COMPSCI8888,80,22,93,90,10,68
5522238,CS,1,COMPSCI4444,1,83,32,84,71,3,COMPSCI7777,71,86,94,44,80,37
4758768,IN,1,COMPSCI4444,85,22,78,76,67,62,COMPSCI8888,98,49,78,25,77,36
1926262,ES,1,COMPSCI2222,28,40,54,63,15,14,COMPSCI8888,26,10,50,1,71,68
1862870,ES,2,COMPSCI4444,70,46,57,96,73,13,COMPSCI7777,48,66,22,31,60,45
6467736,CH,3,COMPSCI1111,99,96,25,31,61,59,COMPSCI8888,24,31,68,52,31,41
9808886,SE,2,COMPSCI4444,15,60,86,44,15,20,COMPSCI5555,24,89,4,16,4,97
2028501,CS,2,COMPSCI3333,3,19,43,66,89,17,COMPSCI5555,83,18,13,27,34,59
2799378,CH,4,COMPSCI2222,72,25,53,72,51,66,COMPSCI8888,20,7,95,26,71,54
8727896,CH,4,COMPSCI4444,53,66,24,82,36,20,COMPSCI8888,11,8,64,82,82,63
6351046,CS,1,COMPSCI3333,79,41,40,13,67,83,COMPSCI7777,2,24,5,41,19,14
2313081,ES,4,COMPSCI4444,76,58,22,54,87,1,COMPSCI8888,11,64,48,16,98,66
6633540,ES,2,COMPSCI4444,72,4,89,83,3,32,COMPSCI6666,66,80,72,10,64,26
9734619,IN,3,COMPSCI4444,70,78,61,45,21,77,COMPSCI8888,79,50,11,35,67,64
3274156,CS,2,COMPSCI2222,93,57,24,30,43,55,COMPSCI8888,92,98,17,70,80,55
7411118,IN,4,COMPSCI4444,43,68,24,20,93,89,COMPSCI7777,34,33,53,44,47,46
8591854,IN,1,COMPSCI4444,35,23,55,13,92,11,COMPSCI6666,18,45,96,83,29,81
1691539,ES,1,COMPSCI4444,9,19,65,91,31,18,COMPSCI8888,8,95,78,83,14,76
8702168,CS,3,COMPSCI3333,89,25,93,24,13,54,COMPSCI6666,50,4,36,56,6,93
8384308,CS,1,COMPSCI1111,73,90,91,70,4,82,COMPSCI6666,44,9,89,28,63,30
4070147,ES,2,COMPSCI2222,46,90,88,86,70,86,COMPSCI6666,39,85,99,11,37,76
3814434,ES,2,COMPSCI4444,62,5,17,90,71,15,COMPSCI8888,3,19,39,37,27,90
7889649,ES,2,COMPSCI3333,21,93,91,98,82,20,COMPSCI8888,53,12,35,75,8,98
7465777,ES,2,COMPSCI4444,1,28,92,76,43,15,COMPSCI6666,7,41,63,93,49,58
9637472,CH,2,COMPSCI4444,20,46,69,78,69,11,COMPSCI8888,7,96,10,7,97,77
8082659,CS,1,COMPSCI3333,48,21,68,97,90,74,COMPSCI8888,37,19,89,39,15,52
9832029,ES,4,COMPSCI4444,63,40,98,75,56,31,COMPSCI6666,13,8,43,85,21,61
1927684,IN,2,COMPSCI4444,55,85,22,51,77,22,COMPSCI8888,34,42,15,15,66,33
5106793,ES,2,COMPSCI4444,33,99,17,29,79,94,COMPSCI7777,78,90,92,8,77,25
6112260,ES,2,COMPSCI4444,74,5,88,76,8,14,COMPSCI5555,21,77,62,96,48,23
7438288,SE,1,COMPSCI4444,1,33,23,74,64,11,COMPSCI5555,66,16,66,63,80,43
7179571,ES,1,COMPSCI3333,48,89,60,11,74,33,COMPSCI8888,33,69,59,54,43,32
6353625,ES,4,COMPSCI1111,52,56,36,82,30,29,COMPSCI5555,23,95,51,71,14,83
5388830,CH,1,COMPSCI4444,2,28,36,35,29,63,COMPSCI7777,88,10,25,70,75,3
2218108,ES,2,COMPSCI2222,63,73,17,12,96,41,COMPSCI7777,51,65,96,52,52,26
3346688,IN,2,COMPSCI3333,72,46,66,32,27,24,COMPSCI8888,31,1,11,9,11,37
1290398,CH,4,COMPSCI3333,7,21,100,89,27,27,COMPSCI8888,74,82,34,49,87,75
3650416,IN,1,COMPSCI2222,39,84,28,59,75,26,COMPSCI7777,33,5,18,18,3,70
7810892,IN,2,COMPSCI3333,51,1,95,73,5,27,COMPSCI5555,41,39,1,31,71,35
7289329,IN,3,COMPSCI4444,94,13,60,18,46,31,COMPSCI8888,57,19,60,37,55,63
6619126,ES,2,COMPSCI3333,12,36,73,59,94,82,COMPSCI8888,26,70,50,11,33,48
5549408,ES,2,COMPSCI4444,97,97,5,37,69,16,COMPSCI8888,96,49,21,97,15,43
7188230,IN,4,COMPSCI4444,100,26,32,92,68,52,COMPSCI7777,84,68,41,91,69,49
5968334,CS,3,COMPSCI2222,83,89,83,34,27,87,COMPSCI5555,40,53,26,78,74,41
3636207,SE,2,COMPSCI3333,76,14,11,57,87,56,COMPSCI5555,9,71,48,83,72,34
4328989,CH,4,COMPSCI1111,94,32,36,23,21,43,COMPSCI8888,21,21,74,7,83,63
2095965,CH,4,COMPSCI4444,70,56,53,44,60,55,COMPSCI8888,21,38,36,6,32,99
7257259,ES,1,COMPSCI1111,51,74,84,52,29,15,COMPSCI7777,19,18,34,57,50,41
2158496,SE,1,COMPSCI4444,12,14,32,10,12,61,COMPSCI7777,28,61,97,96,26,26
3816904,ES,2,COMPSCI4444,21,34,85,94,69,94,COMPSCI7777,41,42,75,60,45,18
9582155,ES,3,COMPSCI4444,90,54,85,51,50,69,COMPSCI8888,95,40,51,7,4,65
6480441,CH,2,COMPSCI4444,43,45,76,24,91,100,COMPSCI7777,12,91,51,96,84,5
